h,s,v,emotion,is_error
0.847,0.018,0.96,Surprise,False
0.698,0.621,0.321,Happiness,True
0.924,0.9,0.599,Surprise,False
0.8,0.429,0.721,Surprise,False
0.187,0.664,0.676,Surprise,False
0.687,0.713,0.782,Happiness,True
0.569,0.5,0.347,Sadness,False
0.753,0.15,0.812,Surprise,False
0.522,0.117,0.387,Surprise,False
0.894,0.141,0.954,Surprise,False
0.194,0.382,0.307,Fear,True
0.867,0.29,0.329,Surprise,False
0.819,0.915,0.964,Surprise,False
0.736,0.287,0.159,Fear,False
0.183,0.192,0.528,Happiness,True
0.548,0.704,0.618,Fear,True
0.532,0.233,0.243,Surprise,False
0.027,0.068,0.346,Surprise,False
0.546,0.04,0.795,Surprise,False
0.407,0.894,0.518,Surprise,False
0.771,0.537,0.912,Surprise,False
0.573,0.405,0.667,Surprise,False
0.356,0.743,0.779,Surprise,False
0.027,0.982,0.442,Surprise,False
0.179,0.042,0.511,Surprise,False
0.599,0.485,0.104,Fear,False
0.036,0.619,0.882,Surprise,False
0.477,0.975,0.494,Surprise,False
0.339,0.072,0.493,Surprise,False
0.554,0.559,0.051,Fear,False
0.095,0.163,0.287,Surprise,False
0.108,0.18,0.703,Surprise,False
0.808,0.611,0.728,Fear,True
0.169,0.713,0.629,Surprise,False
0.203,0.928,0.751,Surprise,False
0.019,0.65,0.193,Sadness,True
0.061,0.918,0.704,Surprise,False
0.531,0.756,0.57,Happiness,True
0.768,0.968,0.953,Surprise,False
0.152,0.668,0.748,Surprise,False
0.668,0.133,0.294,Sadness,False
0.297,0.362,0.891,Surprise,False
0.338,0.928,0.508,Surprise,False
0.923,0.219,0.697,Surprise,False
0.017,0.206,0.559,Surprise,False
0.058,0.104,0.627,Surprise,False
0.843,0.647,0.667,Surprise,False
0.886,0.572,0.825,Surprise,False
0.379,0.462,0.337,Disgust,False
0.736,0.433,0.607,Surprise,False
0.055,0.893,0.596,Surprise,False
0.09,0.778,0.523,Surprise,False
0.688,0.75,0.808,Surprise,False
0.687,0.723,0.448,Surprise,False
0.555,0.093,0.752,Surprise,False
0.801,0.117,0.272,Surprise,False
0.149,0.489,0.545,Surprise,False
0.355,0.397,0.127,Fear,False
0.037,0.09,0.507,Surprise,False
0.078,0.801,0.902,Surprise,False
0.678,0.369,0.582,Sadness,False
0.729,0.631,0.322,Surprise,False
0.574,0.217,0.848,Surprise,False
0.208,0.191,0.406,Surprise,False
0.748,0.386,0.716,Surprise,False
0.898,0.377,0.758,Surprise,False
0.05,0.694,0.346,Surprise,False
0.555,0.62,0.696,Surprise,False
0.542,0.573,0.105,Fear,False
0.177,0.972,0.047,Sadness,True
0.199,0.785,0.08,Sadness,True
0.653,0.063,0.511,Disgust,True
0.627,0.843,0.181,Fear,False
0.947,0.048,0.534,Surprise,False
0.332,0.661,0.49,Disgust,False
0.305,0.597,0.18,Fear,False
0.682,0.641,0.473,Fear,True
0.498,0.19,0.688,Surprise,False
0.537,0.33,0.442,Surprise,False
0.76,0.287,0.08,Fear,False
0.363,0.009,0.364,Surprise,False
0.088,0.417,0.027,Fear,False
0.852,0.744,0.297,Surprise,False
0.893,0.083,0.405,Surprise,False
0.793,0.628,0.344,Surprise,False
0.801,0.771,0.884,Surprise,False
0.791,0.845,0.027,Fear,False
0.635,0.579,0.65,Surprise,False
0.913,0.305,0.861,Surprise,False
0.833,0.512,0.266,Surprise,False
0.968,0.457,0.159,Fear,False
0.263,0.823,0.601,Surprise,False
0.216,0.398,0.002,Fear,False
0.112,0.52,0.654,Surprise,False
0.685,0.369,0.527,Disgust,True
0.404,0.731,0.48,Surprise,False
0.227,0.254,0.46,Surprise,False
0.583,0.899,0.822,Surprise,False
0.141,0.917,0.629,Happiness,True
0.6,0.495,0.005,Fear,False
0.646,0.343,0.472,Disgust,True
0.031,0.886,0.586,Surprise,False
0.975,0.556,0.945,Surprise,False
0.261,0.39,0.706,Surprise,False
0.523,0.774,0.022,Fear,False
0.363,0.255,0.003,Fear,False
0.264,0.429,0.327,Disgust,False
0.931,0.423,0.576,Surprise,False
0.987,0.378,0.018,Fear,False
0.04,0.275,0.595,Surprise,False
0.357,0.084,0.719,Surprise,False
0.812,0.82,0.633,Surprise,False
0.46,0.863,0.758,Surprise,False
0.804,0.198,0.133,Sadness,True
0.832,0.287,0.993,Surprise,False
0.956,0.314,0.707,Happiness,True
0.071,0.634,0.809,Surprise,False
0.689,0.975,0.257,Surprise,False
0.456,0.933,0.965,Surprise,False
0.583,0.93,0.306,Surprise,False
0.734,0.741,0.069,Fear,False
0.6,0.571,0.883,Surprise,False
0.938,0.502,0.549,Surprise,False
0.747,0.579,0.803,Surprise,False
0.687,0.666,0.246,Happiness,True
0.728,0.743,0.471,Surprise,False
0.628,0.643,0.926,Surprise,False
0.526,0.759,0.836,Surprise,False
0.581,0.71,0.042,Fear,False
0.97,0.768,0.115,Fear,False
0.617,0.421,0.557,Sadness,False
0.727,0.894,0.793,Surprise,False
0.372,0.64,0.549,Disgust,False
0.32,0.878,0.15,Fear,False
0.53,0.931,0.348,Surprise,False
0.989,0.182,0.403,Surprise,False
0.595,0.876,0.907,Surprise,False
0.182,0.064,0.364,Surprise,False
0.154,0.112,0.159,Fear,False
0.183,0.862,0.701,Surprise,False
0.496,0.686,0.666,Surprise,False
0.459,0.37,0.342,Surprise,False
0.412,0.908,0.999,Surprise,False
0.941,0.478,0.024,Fear,False
0.245,0.837,0.833,Surprise,False
0.127,0.829,0.999,Happiness,False
0.716,0.137,0.536,Sadness,False
0.126,0.604,0.066,Fear,False
0.694,0.141,0.584,Sadness,False
0.748,0.725,0.405,Surprise,False
0.118,0.334,0.998,Surprise,False
0.865,0.771,0.513,Surprise,False
0.923,0.524,0.783,Surprise,False
0.383,0.928,0.707,Happiness,True
0.868,0.519,0.894,Surprise,False
0.827,0.177,0.807,Surprise,False
0.214,0.542,0.761,Surprise,False
0.144,0.468,0.801,Surprise,False
0.252,0.908,0.802,Surprise,False
0.146,0.554,0.146,Fear,False
0.839,0.575,0.296,Surprise,False
0.411,0.651,0.469,Disgust,False
0.966,0.349,0.405,Surprise,False
0.333,0.936,0.904,Surprise,False
0.82,0.87,0.779,Surprise,False
0.907,0.069,0.553,Surprise,False
0.015,0.129,0.841,Surprise,False
0.653,0.483,0.164,Fear,False
0.964,0.48,0.2,Surprise,False
0.255,0.022,0.729,Surprise,False
0.288,0.302,0.734,Surprise,False
0.628,0.691,0.904,Surprise,False
0.457,0.982,0.358,Surprise,False
0.832,0.811,0.805,Surprise,False
0.324,0.01,0.093,Disgust,True
0.904,0.661,0.498,Surprise,False
0.459,0.912,0.996,Surprise,False
0.47,0.12,0.791,Surprise,False
0.873,0.342,0.942,Surprise,False
0.221,0.373,0.356,Disgust,False
0.427,0.877,0.18,Fear,False
0.298,0.926,0.841,Surprise,False
0.582,0.684,0.925,Surprise,False
0.515,0.17,0.059,Fear,False
0.066,0.137,0.543,Surprise,False
0.77,0.219,0.155,Sadness,True
0.155,0.448,0.744,Surprise,False
0.435,0.952,0.736,Surprise,False
0.515,0.147,0.673,Fear,True
0.122,0.655,0.013,Fear,False
0.655,0.793,0.04,Fear,False
0.742,0.778,0.979,Surprise,False
0.675,0.695,0.62,Surprise,False
0.047,0.441,0.236,Surprise,False
0.019,0.113,0.335,Surprise,False
0.214,0.925,0.185,Fear,False
0.361,0.098,0.293,Surprise,False
0.307,0.362,0.595,Disgust,False
0.722,0.936,0.746,Surprise,False
0.359,0.362,0.924,Surprise,False
0.323,0.109,0.5,Surprise,False
0.807,0.859,0.637,Surprise,False
0.972,0.101,0.459,Surprise,False
0.175,0.681,0.028,Fear,False
0.276,0.615,0.9,Surprise,False
0.472,0.385,0.019,Fear,False
0.319,0.154,0.644,Surprise,False
0.27,0.386,0.425,Disgust,False
0.963,0.532,0.46,Surprise,False
0.864,0.559,0.428,Surprise,False
0.01,0.979,0.047,Fear,False
0.471,0.247,0.043,Fear,False
0.605,0.512,0.504,Surprise,False
0.991,0.688,0.988,Surprise,False
0.005,0.298,0.43,Surprise,False
0.605,0.364,0.132,Sadness,True
0.621,0.408,0.549,Sadness,False
0.29,0.232,0.677,Surprise,False
0.152,0.13,0.979,Surprise,False
0.068,0.917,0.959,Surprise,False
1.0,0.544,0.987,Surprise,False
0.439,0.785,0.985,Surprise,False
0.743,0.226,0.988,Surprise,False
0.58,0.784,0.254,Happiness,True
0.095,0.021,0.207,Surprise,False
0.306,0.911,0.411,Surprise,False
0.892,0.055,0.227,Surprise,False
0.026,0.819,0.987,Anger,False
0.888,0.409,0.022,Fear,False
0.278,0.491,0.457,Disgust,False
0.779,0.944,0.476,Surprise,False
0.615,0.741,0.972,Surprise,False
0.002,0.879,0.947,Anger,False
0.264,0.147,0.58,Surprise,False
0.876,0.979,0.87,Happiness,True
0.548,0.394,0.472,Surprise,False
0.53,0.868,0.466,Surprise,False
0.635,0.042,0.286,Sadness,False
0.39,0.854,0.45,Surprise,False
0.27,0.509,0.692,Disgust,False
0.015,0.097,0.157,Fear,False
0.137,0.952,0.507,Surprise,False
0.644,0.387,0.281,Sadness,False
0.268,0.657,0.828,Surprise,False
0.14,0.919,0.185,Fear,False
0.196,0.326,0.357,Disgust,False
0.542,0.631,0.972,Surprise,False
0.269,0.598,0.52,Disgust,False
0.85,0.669,0.154,Fear,False
0.416,0.468,0.534,Disgust,False
0.998,0.303,0.271,Surprise,False
0.334,0.069,0.087,Fear,False
0.065,0.068,0.631,Fear,True
0.484,0.141,0.832,Surprise,False
0.307,0.692,0.25,Surprise,False
0.234,0.361,0.335,Disgust,False
0.138,0.289,0.918,Surprise,False
0.876,0.221,0.955,Surprise,False
0.651,0.665,0.806,Fear,True
0.933,0.474,0.13,Disgust,True
0.358,0.173,0.103,Disgust,True
0.497,0.106,0.67,Surprise,False
0.819,0.382,0.084,Fear,False
0.601,0.573,0.774,Surprise,False
0.048,0.064,0.658,Surprise,False
0.238,0.362,0.039,Sadness,True
0.96,0.472,0.732,Surprise,False
0.88,0.307,0.257,Surprise,False
0.725,0.916,0.201,Surprise,False
0.92,0.111,0.416,Surprise,False
0.779,0.658,0.025,Disgust,True
0.26,0.361,0.763,Surprise,False
0.554,0.753,0.597,Surprise,False
0.635,0.223,0.548,Fear,True
0.62,0.221,0.816,Fear,True
0.74,0.188,0.66,Surprise,False
0.558,0.942,0.363,Surprise,False
0.311,0.057,0.096,Fear,False
0.732,0.771,0.372,Surprise,False
0.214,0.678,0.265,Surprise,False
0.213,0.866,0.148,Fear,False
0.459,0.014,0.055,Fear,False
0.919,0.262,0.807,Surprise,False
0.143,0.691,0.053,Fear,False
0.071,0.95,0.729,Surprise,False
0.48,0.079,0.474,Surprise,False
0.761,0.496,0.593,Surprise,False
0.87,0.501,0.299,Surprise,False
0.869,0.438,0.791,Surprise,False
0.708,0.167,0.649,Surprise,False
0.191,0.532,0.725,Surprise,False
0.17,0.326,0.141,Fear,False
0.671,0.304,0.378,Sadness,False
0.407,0.095,0.732,Surprise,False
0.371,0.418,0.373,Disgust,False
0.823,0.746,0.146,Fear,False
0.487,0.971,0.463,Surprise,False
0.124,0.691,0.825,Surprise,False
0.663,0.988,0.292,Surprise,False
0.184,0.794,0.513,Surprise,False
0.554,0.504,0.793,Surprise,False
0.956,0.728,0.691,Anger,False
0.561,0.639,0.039,Fear,False
0.952,0.241,0.745,Surprise,False
0.674,0.152,0.464,Sadness,False
0.689,0.894,0.477,Surprise,False
0.029,0.826,0.835,Anger,False
0.037,0.243,0.842,Surprise,False
0.849,0.181,0.642,Surprise,False
0.751,0.812,0.992,Surprise,False
0.85,0.462,0.333,Surprise,False
0.498,0.244,0.292,Surprise,False
0.333,0.98,0.109,Fear,False
0.949,0.278,0.689,Surprise,False
0.164,0.615,0.539,Surprise,False
0.753,0.144,0.516,Surprise,False
0.996,0.122,0.263,Surprise,False
0.776,0.801,0.328,Surprise,False
0.281,0.097,0.542,Fear,True
0.23,0.224,0.038,Fear,False
0.463,0.948,0.685,Surprise,False
0.834,0.076,0.919,Surprise,False
0.559,0.931,0.416,Surprise,False
0.03,0.216,0.552,Surprise,False
0.611,0.491,0.992,Surprise,False
0.848,0.697,0.692,Surprise,False
0.857,0.214,0.943,Surprise,False
0.817,0.147,0.301,Surprise,False
0.743,0.014,0.608,Surprise,False
0.198,0.76,0.787,Surprise,False
0.144,0.518,0.816,Surprise,False
0.194,0.68,0.416,Surprise,False
0.674,0.821,0.615,Surprise,False
0.61,0.088,0.642,Surprise,False
0.079,0.436,0.356,Surprise,False
0.865,0.051,0.931,Surprise,False
0.95,0.685,0.464,Surprise,False
0.499,0.386,0.786,Surprise,False
0.891,0.56,0.654,Surprise,False
0.213,0.096,0.001,Fear,False
0.846,0.159,0.431,Surprise,False
0.036,0.343,0.414,Surprise,False
0.887,0.581,0.435,Surprise,False
0.091,0.745,0.107,Fear,False
0.557,0.304,0.739,Surprise,False
0.368,0.733,0.624,Surprise,False
0.918,0.554,0.459,Surprise,False
0.512,0.276,0.579,Surprise,False
0.839,0.527,0.477,Fear,True
0.946,0.671,0.388,Surprise,False
0.485,0.128,0.499,Surprise,False
0.406,0.858,0.386,Surprise,False
0.908,0.121,0.039,Fear,False
0.102,0.623,0.792,Happiness,True
0.794,0.008,0.737,Surprise,False
0.61,0.164,0.879,Happiness,True
0.166,0.06,0.16,Fear,False
0.71,0.357,0.432,Sadness,False
0.729,0.563,0.598,Fear,True
0.268,0.868,0.606,Surprise,False
0.867,0.367,0.594,Surprise,False
0.746,0.357,0.104,Fear,False
0.316,0.915,0.072,Fear,False
0.815,0.641,0.909,Surprise,False
0.831,0.957,0.28,Fear,True
0.254,0.053,0.827,Surprise,False
0.763,0.637,0.572,Surprise,False
0.679,0.746,0.712,Surprise,False
0.957,0.725,0.08,Fear,False
0.645,0.801,0.627,Surprise,False
0.384,0.562,0.302,Disgust,False
0.715,0.477,0.23,Sadness,False
0.068,0.377,0.161,Disgust,True
0.348,0.801,0.589,Happiness,True
0.826,0.476,0.858,Surprise,False
0.726,0.834,0.46,Surprise,False
0.218,0.506,0.003,Disgust,True
0.87,0.142,0.334,Surprise,False
0.373,0.751,0.168,Disgust,True
0.964,0.689,0.179,Fear,False
0.496,0.415,0.556,Happiness,True
0.638,0.885,0.486,Surprise,False
0.681,0.797,0.191,Fear,False
0.33,0.858,0.14,Fear,False
0.284,0.748,0.287,Surprise,False
0.433,0.895,0.745,Surprise,False
0.194,0.505,0.877,Surprise,False
0.968,0.754,0.516,Happiness,True
0.575,0.404,0.721,Surprise,False
0.661,0.473,0.013,Fear,False
0.391,0.261,0.773,Surprise,False
0.714,0.804,0.732,Surprise,False
0.511,0.733,0.379,Surprise,False
0.993,0.905,0.014,Fear,False
0.213,0.374,0.397,Disgust,False
0.225,0.914,0.542,Fear,True
0.413,0.577,0.556,Anger,True
0.572,0.559,0.99,Fear,True
0.055,0.817,0.319,Surprise,False
0.081,0.849,0.416,Surprise,False
0.636,0.275,0.096,Sadness,True
0.12,0.872,0.335,Surprise,False
0.385,0.818,0.503,Surprise,False
0.066,0.945,0.045,Fear,False
0.883,0.376,0.377,Surprise,False
0.327,0.164,0.465,Surprise,False
0.337,0.025,0.741,Surprise,False
0.818,0.648,0.834,Happiness,True
0.578,0.476,0.535,Sadness,False
0.5,0.217,0.682,Surprise,False
0.679,0.916,0.012,Fear,False
0.931,0.325,0.21,Surprise,False
0.436,0.228,0.318,Surprise,False
0.423,0.274,0.04,Fear,False
0.285,0.163,0.907,Fear,True
0.482,0.615,0.422,Surprise,False
0.881,0.59,0.699,Fear,True
0.181,0.465,0.994,Happiness,True
0.749,0.322,0.978,Surprise,False
0.038,0.396,0.667,Surprise,False
0.169,0.643,0.801,Surprise,False
0.838,0.77,0.279,Surprise,False
0.996,0.782,0.417,Surprise,False
0.212,0.999,0.272,Surprise,False
0.497,0.386,0.21,Surprise,False
0.24,0.551,0.567,Anger,True
0.322,0.436,0.403,Disgust,False
0.167,0.234,0.854,Surprise,False
0.705,0.21,0.185,Fear,False
0.556,1.0,0.861,Surprise,False
0.512,0.628,0.34,Surprise,False
0.428,0.917,0.979,Surprise,False
0.627,0.019,0.066,Fear,False
0.114,0.067,0.459,Surprise,False
0.561,0.215,0.46,Sadness,False
0.589,0.609,0.748,Surprise,False
0.36,0.427,0.274,Surprise,False
0.795,0.993,0.749,Happiness,True
0.714,0.871,0.797,Surprise,False
0.353,0.791,0.411,Happiness,True
0.337,0.27,0.264,Surprise,False
0.033,0.829,0.482,Surprise,False
0.264,0.79,0.67,Surprise,False
0.606,0.116,0.882,Surprise,False
0.518,0.224,0.439,Surprise,False
0.022,0.939,0.801,Anger,False
0.413,0.526,0.488,Disgust,False
0.293,0.052,0.594,Surprise,False
0.163,0.324,0.391,Surprise,False
0.445,0.925,0.571,Surprise,False
0.705,0.513,0.523,Surprise,False
0.288,0.811,0.081,Fear,False
0.277,0.683,0.899,Surprise,False
0.809,0.375,0.772,Surprise,False
0.912,0.036,0.319,Surprise,False
0.578,0.639,0.32,Surprise,False
0.309,0.811,0.412,Surprise,False
0.848,0.528,0.398,Surprise,False
0.384,0.1,0.467,Surprise,False
0.818,0.885,0.257,Surprise,False
0.192,0.635,0.029,Fear,False
0.466,0.994,0.732,Surprise,False
0.579,0.458,0.391,Sadness,False
0.077,0.681,0.552,Surprise,False
0.177,0.262,0.138,Fear,False
0.961,0.666,0.823,Happiness,True
0.46,0.26,0.072,Fear,False
0.048,0.715,0.767,Anger,False
0.697,0.375,0.396,Sadness,False
0.142,0.118,0.492,Surprise,False
0.44,0.837,0.147,Fear,False
0.853,0.182,0.035,Fear,False
0.188,0.52,0.017,Fear,False
0.814,0.057,0.942,Surprise,False
0.789,0.566,0.415,Happiness,True
0.263,0.6,0.849,Surprise,False
0.212,0.415,0.829,Happiness,True
0.437,0.106,0.784,Surprise,False
0.897,0.872,0.279,Surprise,False
0.602,0.045,0.045,Fear,False
0.831,0.394,0.743,Surprise,False
0.802,0.795,0.493,Surprise,False
0.578,0.62,0.422,Surprise,False
0.202,0.268,0.806,Surprise,False
0.346,0.659,0.747,Happiness,True
0.669,0.475,0.057,Fear,False
0.98,0.609,0.361,Surprise,False
0.987,0.005,0.492,Surprise,False
0.059,0.388,0.724,Surprise,False
0.563,0.064,0.545,Sadness,False
0.804,0.692,0.462,Surprise,False
0.483,0.847,0.164,Fear,False
0.975,0.709,0.134,Fear,False
0.97,0.793,0.557,Surprise,False
0.166,0.404,0.084,Fear,False
0.011,0.754,0.923,Anger,False
0.385,0.272,0.585,Surprise,False
0.453,0.468,0.291,Surprise,False
0.639,0.637,0.696,Happiness,True
0.595,0.454,0.834,Surprise,False
0.472,0.37,0.784,Surprise,False
0.729,0.374,0.169,Fear,False
0.447,0.828,0.947,Surprise,False
0.792,0.039,0.639,Surprise,False
0.618,0.716,0.157,Fear,False
0.823,0.466,0.287,Surprise,False
0.857,0.976,0.365,Surprise,False
0.27,0.549,0.369,Disgust,False
0.742,0.937,0.097,Fear,False
0.763,0.726,0.438,Surprise,False
0.203,0.787,0.876,Surprise,False
0.31,0.255,0.652,Surprise,False
0.02,0.096,0.039,Fear,False
0.235,0.279,0.622,Surprise,False
0.657,0.312,0.272,Sadness,False
0.737,0.043,0.705,Surprise,False
0.606,0.553,0.826,Surprise,False
0.9,0.964,0.794,Surprise,False
0.077,0.773,0.767,Surprise,False
0.333,0.983,0.546,Surprise,False
0.301,0.623,0.447,Disgust,False
0.832,0.53,0.364,Surprise,False
0.313,0.927,0.885,Surprise,False
0.652,0.571,0.335,Surprise,False
0.215,0.21,0.979,Surprise,False
0.809,0.236,0.635,Surprise,False
0.467,0.172,0.402,Surprise,False
0.413,0.457,0.482,Disgust,False
0.323,0.334,0.1,Fear,False
0.075,0.389,0.627,Surprise,False
0.329,0.655,0.699,Disgust,False
0.331,0.048,0.464,Surprise,False
0.258,0.673,0.565,Disgust,False
0.815,0.723,0.331,Surprise,False
0.756,0.014,0.643,Surprise,False
0.643,0.813,0.343,Surprise,False
0.75,0.806,0.887,Surprise,False
0.352,0.348,0.975,Surprise,False
0.965,0.298,0.067,Fear,False
0.298,0.376,0.674,Disgust,False
0.425,0.34,0.88,Surprise,False
0.153,0.696,0.758,Surprise,False
0.196,0.194,0.071,Fear,False
0.321,0.588,0.972,Surprise,False
0.667,0.535,0.131,Fear,False
0.405,0.759,0.184,Fear,False
0.21,0.549,0.896,Surprise,False
0.653,0.508,0.353,Surprise,False
0.162,0.826,0.502,Surprise,False
0.43,0.145,0.224,Surprise,False
0.605,0.142,0.277,Sadness,False
0.457,0.2,0.729,Surprise,False
0.285,0.875,0.75,Surprise,False
0.077,0.817,0.542,Surprise,False
0.638,0.586,0.807,Surprise,False
0.787,0.093,0.856,Surprise,False
0.462,0.482,0.423,Surprise,False
0.477,0.757,0.993,Surprise,False
0.761,0.278,0.371,Surprise,False
0.193,0.752,0.575,Surprise,False
1.0,0.02,0.659,Surprise,False
0.193,0.256,0.883,Surprise,False
0.717,0.384,0.854,Surprise,False
0.376,0.287,0.123,Fear,False
0.229,0.181,0.797,Surprise,False
0.065,0.739,0.744,Surprise,False
0.183,0.26,0.885,Surprise,False
0.522,0.036,0.887,Surprise,False
0.188,0.33,0.048,Disgust,True
0.884,0.581,0.611,Surprise,False
0.47,0.933,0.676,Surprise,False
0.943,0.143,0.421,Surprise,False
0.173,0.163,0.262,Fear,True
0.562,0.905,0.683,Surprise,False
0.241,0.767,0.304,Surprise,False
0.334,0.159,0.881,Fear,True
0.546,0.053,0.521,Surprise,False
0.722,0.074,0.326,Sadness,False
0.856,0.017,0.125,Fear,False
0.65,0.6,0.158,Fear,False
0.15,0.272,0.794,Surprise,False
0.054,0.458,0.447,Surprise,False
0.437,0.281,0.742,Surprise,False
0.37,0.5,0.369,Disgust,False
0.338,0.388,0.091,Fear,False
0.313,0.41,0.72,Surprise,False
0.933,0.19,0.628,Surprise,False
0.206,0.726,0.235,Surprise,False
0.287,0.787,0.33,Surprise,False
0.46,0.195,0.167,Fear,False
0.289,0.994,0.161,Fear,False
0.396,0.399,0.38,Sadness,True
0.054,0.748,0.201,Surprise,False
0.521,0.105,0.067,Fear,False
0.42,0.953,0.275,Surprise,False
0.015,0.076,0.332,Surprise,False
0.655,0.45,0.71,Surprise,False
0.574,0.009,0.336,Sadness,False
0.928,0.82,0.149,Fear,False
0.669,0.429,0.182,Fear,False
0.847,0.955,0.917,Surprise,False
0.669,0.375,0.717,Surprise,False
0.139,0.939,0.025,Fear,False
0.757,0.263,0.512,Happiness,True
0.725,0.353,0.068,Fear,False
0.989,0.078,0.917,Surprise,False
0.32,0.461,0.542,Disgust,False
0.672,0.739,0.465,Surprise,False
0.362,0.749,0.539,Fear,True
0.615,0.855,0.773,Surprise,False
0.038,0.676,0.283,Surprise,False
0.607,0.926,0.238,Surprise,False
0.672,0.718,0.189,Fear,False
0.442,0.331,0.215,Surprise,False
0.828,0.885,0.527,Surprise,False
0.238,0.798,0.036,Fear,False
0.268,0.5,0.077,Fear,False
0.172,0.469,0.117,Fear,False
0.146,0.935,0.403,Surprise,False
0.223,0.13,0.794,Surprise,False
0.436,0.216,0.28,Surprise,False
0.57,0.438,0.284,Sadness,False
0.482,0.41,0.327,Surprise,False
0.534,0.492,0.164,Fear,False
0.936,0.172,0.72,Fear,True
0.125,0.528,0.408,Surprise,False
0.014,0.277,0.062,Fear,False
0.708,0.696,0.682,Surprise,False
0.523,0.396,0.727,Surprise,False
0.047,0.344,0.241,Surprise,False
0.824,0.62,0.744,Surprise,False
0.639,0.828,0.707,Surprise,False
0.032,0.036,0.041,Fear,False
0.912,0.269,0.48,Surprise,False
0.05,0.527,0.231,Surprise,False
0.854,0.2,0.882,Surprise,False
0.223,0.169,0.995,Happiness,True
0.913,0.977,0.917,Happiness,True
0.536,0.502,0.175,Fear,False
0.018,0.985,0.65,Disgust,True
0.878,0.348,0.633,Surprise,False
0.999,0.412,0.909,Surprise,False
0.976,0.72,0.375,Surprise,False
0.193,0.522,0.858,Surprise,False
0.32,0.558,0.632,Disgust,False
0.923,0.279,0.824,Surprise,False
0.374,0.144,0.58,Surprise,False
0.203,0.663,0.382,Disgust,False
0.514,0.265,0.724,Surprise,False
0.47,0.637,0.306,Surprise,False
0.547,0.214,0.481,Surprise,False
0.248,0.502,0.583,Disgust,False
0.603,0.633,0.61,Surprise,False
0.4,0.318,0.51,Disgust,False
0.443,0.902,0.161,Fear,False
0.968,0.929,0.241,Surprise,False
0.265,0.145,0.649,Surprise,False
0.784,0.194,0.095,Fear,False
0.559,0.524,0.479,Surprise,False
0.312,0.196,0.776,Surprise,False
0.995,0.487,0.906,Surprise,False
0.012,0.906,0.4,Surprise,False
0.665,0.37,0.026,Fear,False
0.922,0.008,0.685,Surprise,False
0.969,0.749,0.296,Surprise,False
0.711,0.621,0.18,Fear,False
0.407,0.324,0.899,Surprise,False
0.774,0.389,0.492,Surprise,False
0.411,0.855,0.964,Surprise,False
0.275,0.867,0.475,Surprise,False
0.489,0.974,0.362,Surprise,False
0.149,0.699,0.036,Fear,False
0.665,0.753,0.289,Surprise,False
0.61,0.944,0.687,Fear,True
0.762,0.106,0.82,Surprise,False
0.802,0.909,0.869,Surprise,False
0.354,0.955,0.311,Surprise,False
0.344,0.529,0.225,Surprise,False
0.679,0.647,0.792,Surprise,False
0.491,0.115,0.504,Surprise,False
0.868,0.262,0.016,Fear,False
0.855,0.744,0.568,Surprise,False
0.407,0.639,0.992,Surprise,False
0.292,0.218,0.575,Surprise,False
0.931,0.757,0.67,Surprise,False
0.084,0.355,0.049,Fear,False
0.342,0.391,0.745,Surprise,False
0.728,0.504,0.504,Surprise,False
0.535,0.665,0.874,Fear,True
0.947,0.674,0.136,Fear,False
0.027,0.964,0.39,Surprise,False
0.19,0.801,0.033,Fear,False
0.221,0.275,0.711,Surprise,False
0.437,0.348,0.626,Surprise,False
0.852,0.442,0.223,Surprise,False
0.395,0.208,0.18,Fear,False
0.235,0.265,0.936,Surprise,False
0.91,0.578,0.301,Surprise,False
0.558,0.947,0.68,Surprise,False
0.968,0.21,0.135,Fear,False
0.089,0.086,0.046,Fear,False
0.707,0.234,0.488,Sadness,False
0.715,0.467,0.951,Fear,True
0.809,0.185,0.398,Surprise,False
0.283,0.628,0.208,Happiness,True
0.894,0.287,0.707,Surprise,False
0.803,0.249,0.874,Surprise,False
0.729,0.444,0.594,Surprise,False
0.435,0.569,0.472,Surprise,False
0.349,0.4,0.822,Surprise,False
0.589,0.601,0.268,Happiness,True
0.833,0.16,0.126,Fear,False
0.188,0.469,0.085,Fear,False
0.323,0.254,0.533,Surprise,False
0.788,0.306,0.305,Surprise,False
0.469,0.7,0.439,Fear,True
0.487,0.774,0.732,Surprise,False
0.721,0.569,0.183,Disgust,True
0.477,0.299,0.606,Surprise,False
0.693,0.389,0.298,Sadness,False
0.6,0.808,0.854,Fear,True
0.408,0.215,0.077,Fear,False
0.051,0.218,0.018,Fear,False
0.517,0.665,0.036,Fear,False
0.968,0.941,0.215,Fear,True
0.416,0.919,0.209,Surprise,False
0.047,0.571,0.095,Fear,False
0.591,0.128,0.095,Fear,False
0.946,0.893,0.825,Anger,False
0.598,0.46,0.455,Sadness,False
0.976,0.526,0.196,Fear,False
0.04,0.716,0.265,Surprise,False
0.575,0.829,0.025,Fear,False
0.976,0.785,0.207,Surprise,False
0.739,0.016,0.186,Fear,False
0.007,0.846,0.727,Anger,False
0.081,0.701,0.989,Surprise,False
0.483,0.849,0.802,Surprise,False
0.741,0.184,0.091,Fear,False
0.448,0.699,0.566,Surprise,False
0.78,0.492,0.054,Fear,False
0.154,0.775,0.638,Surprise,False
0.007,0.674,0.36,Surprise,False
0.009,0.096,0.079,Sadness,True
0.378,0.439,0.006,Fear,False
